"Nhood","logFC","logCPM","F","PValue","FDR","SpatialFDR","Nhood_center","Celltype","Celltype_fraction"
30,2.13459242566137,7.03109712445672,13.1731051027305,0.000340791826966626,0.00148935343878547,0.00143512288702361,"135115","CD14 Monocyte",0.295081967213115
31,0.932726801037564,6.57881972662063,4.01925715681957,0.0460015173875563,0.091343625733695,0.0912939229565632,"224308","CD4 Naive",0.91044776119403
32,1.94205438570249,6.55654957981159,15.450171702917,0.000108197644424166,0.000551934567162945,0.000525891514340805,"96443","cDC2",0.196969696969697
33,4.09102821997133,7.04118894725245,26.3805411063387,1.22646633206871e-06,1.04719046790851e-05,9.73904414711389e-06,"68857","CD14 Monocyte",0.838383838383838
34,2.7077849378246,6.55329239666275,29.3149453404633,1.7785605202484e-07,1.95600876246636e-06,1.80069205289426e-06,"43687","CD14 Monocyte",0.967032967032967
35,-2.83932439528704,7.03667273440132,32.5013680757666,3.17290110026308e-08,4.16372736382334e-07,3.73970774439831e-07,"332027","CD4 Tfh",0.377049180327869
36,-0.775206500479534,6.57981508283549,3.0643679812299,0.0811845091763969,0.144991323388386,0.144877102924918,"364007","CD8 Naive",0.232142857142857
37,0.00479562247626964,6.77827303825194,0.00017784568661275,0.989369866075831,0.992815668173948,0.992995345508059,"389209","CD8 Tcm CCR4-",0.598039215686274
38,-1.52776124309481,6.82669100100743,8.97010213654292,0.00301877478613096,0.0095777581708807,0.00944731531374515,"54706","CD14 Monocyte",0.952
39,-0.776020949696399,6.70860228184867,2.76288737964605,0.0976573892276753,0.168162345696902,0.16831867101033,"238275","CD4 Th17",0.481481481481481
40,-3.78672810496741,6.71718101757925,79.6519620403907,7.61249727233069e-17,3.48566984291886e-15,3.12187707530293e-15,"51195","CD14 Monocyte",0.978021978021978
41,0.91199695677637,6.62106967021622,3.42510680632196,0.0653258756663083,0.121380038506218,0.121211163154695,"461350","Platelets",0.594594594594595
42,-2.40491189876654,6.7392259290807,25.9637632514661,6.6227157353531e-07,6.21472794035788e-06,5.77516356627344e-06,"332295","CD4 Tfh",0.330357142857143
43,0.993442962560467,6.65071639328612,3.59791403156061,0.0589481437501326,0.111698727103029,0.111534153248288,"353635","CD8 Tem GZMB+",0.294871794871795
44,0.170695772022555,6.81912613234609,0.116405010833339,0.7332373309525,0.80372078003709,0.802961320069893,"379888","CD8 Tem GZMB+",0.119402985074627
45,-0.2125481025105,6.667392679688,0.183718921211914,0.668550844680893,0.751470968780225,0.751084163794814,"54657","CD14 Monocyte",0.855670103092783
46,-1.01948001924801,6.60700968284418,4.86219433676711,0.0283112684613875,0.06147539370335,0.0614019465141347,"10557","CD14 Monocyte",0.966666666666667
47,1.15163326565309,6.59862468938836,5.28257096666944,0.0223194230353196,0.0506067825614991,0.0504790737880223,"169360","Atypical memory B",0.273684210526316
48,2.09020608539057,7.00284754058792,11.5930637292407,0.000770191012759969,0.00299858389874371,0.00291919553641031,"329747","TReg KLRB1+RORC+",0.237903225806452
49,-2.98237633029898,6.92489066110842,41.0054215535929,6.8849774031695e-10,1.08851861531527e-08,9.57659674540629e-09,"80024","CD16 Monocyte",1
50,1.71067377475237,6.59596477968024,12.5083267864916,0.000478182093843459,0.00198876274906431,0.00192480822404889,"109273","CD14 Monocyte",0.28125
51,0.269380189456515,6.60469885125919,0.341540384792848,0.559439053295644,0.659171388290235,0.659505677619568,"289086","CD8 Tcm CCR4-",0.213333333333333
52,0.90975890550914,6.96813771195996,2.47188842545831,0.117160787066474,0.194487413390772,0.194724120079377,"419585","NK CD56dim CD57int",0.562913907284768
53,0.581015333989863,6.80398123626066,1.1801943598151,0.278304490118889,0.385447449570543,0.386202175051048,"320751","CD4 Terminal effector",0.402597402597403
54,0.606667217688577,6.77306343699922,1.34116463040207,0.247872253948849,0.351500333130272,0.351862123586876,"401488","CD8 Tem GZMB+",0.285714285714286
55,-0.268035380819742,6.71137761141987,0.291043413258737,0.59000605284972,0.685161983351389,0.685242046433595,"102276","Platelets",0.421052631578947
56,-0.100669556508495,6.69411666106759,0.0425009629413791,0.836826228817408,0.883553980725871,0.882935982013991,"123669","CD14 Monocyte",0.413333333333333
57,0.739833551755795,6.86755766906471,1.87898519514347,0.171610426289139,0.263679320351601,0.264220260410835,"287695","cDC2",0.253731343283582
58,0.987096567058854,6.74441129587186,3.45708398642328,0.0640905374163159,0.119541999377866,0.119436815177891,"427685","CD4 Terminal effector",0.286885245901639
59,2.29811870900272,6.89186389125026,15.8548914874357,8.84082888006364e-05,0.000463365696959789,0.000441311805038041,"85645","Naive B",0.357615894039735
60,1.54629305190974,6.76768689898725,7.41726073165243,0.00690064204717053,0.0191318306352587,0.0189382887010784,"185034","Naive-IFN B",0.542168674698795
61,1.62249508402181,6.65328143638031,10.363014854771,0.00144596376023033,0.00513922521709875,0.00503231647361442,"240425","TReg Cytotoxic",0.2875
62,-1.21856800494413,6.56235372081079,6.83210832806022,0.00949541741632377,0.0250119215817779,0.0247611990753889,"316270","CD4 Th17",0.282051282051282
63,1.13610004204045,6.81515487420951,4.38413104518987,0.0372261125260064,0.0767711041457267,0.0767208851427049,"198030","IgM Plasma B Cell",0.327586206896552
64,0.563227029930155,6.84790363304123,1.07987473366802,0.29967362520549,0.408656502692439,0.409013579428429,"426927","NK CD56dim CD57+",0.315384615384615
65,-0.553665322487114,6.57669450365081,1.41073168879993,0.235999379938293,0.337968657446154,0.33830235471108,"76650","CD14 Monocyte",0.721311475409836
66,1.89128143774284,7.3272837469858,8.53054697512908,0.00379329189707952,0.0116237344979107,0.0114978981384533,"97030","Naive B",0.30188679245283
67,0.163492210450038,6.93647644500418,0.0985026691066775,0.753881075516542,0.82032642567692,0.819639283615128,"334382","CD4 Tfh",0.284090909090909
68,3.50116742711819,7.2709699506281,21.0327523191931,7.2627162191507e-06,5.06594590156392e-05,4.72186781135734e-05,"47270","CD14 Monocyte",0.958904109589041
69,-2.49850098621506,6.77530682258575,28.0521828409264,2.48501029012463e-07,2.63622697933017e-06,2.43381609097091e-06,"371573","CD4 Terminal effector",0.511627906976744
70,0.912311889562828,6.81057975263156,2.9869731085822,0.0851028049271305,0.150684312115681,0.150620286960992,"451218","CD14 Monocyte",0.173913043478261
71,-2.12231325058445,6.82507364479194,18.2174886949514,2.7704333487848e-05,0.000167831225175594,0.000157953725516937,"39586","CD16 Monocyte",0.965034965034965
72,-2.58125032696213,6.87093079286592,28.7700777429177,1.77795390158125e-07,1.95600876246636e-06,1.80069205289426e-06,"63410","CD14 Monocyte",0.870967741935484
73,0.821586226302636,7.02586471854449,2.39464862615779,0.122945531013012,0.202053408022113,0.202196178342868,"109106","CD14 Monocyte",0.743016759776536
74,-0.115743404022821,7.02771165919796,0.0491058488223249,0.824798562345746,0.874746977218591,0.874065656470144,"118650","IgM Plasma B Cell",0.426470588235294
75,0.0424150120451544,6.72789498263949,0.00909390873442766,0.924099442051342,0.946598139057424,0.946385536530786,"170307","Naive-IFN B",0.351351351351351
76,0.793794899198171,6.62775401261614,2.61102163470637,0.107314281652433,0.181319079757178,0.181474057118748,"138765","Atypical memory B",0.303370786516854
77,-0.693656328086939,6.94380654847054,1.95890431466614,0.162801093951374,0.252826646268745,0.253438283095837,"239762","CD4 Tfh",0.352941176470588
78,0.226559330704301,6.74172009684211,0.206384015005562,0.64998866396956,0.73584454549997,0.735617852340673,"107198","CD14 Monocyte",0.46078431372549
79,-4.58925634369946,6.79000713967192,127.47940159009,2.1559169417448e-24,1.12971346721571e-21,1.66860077149347e-21,"398565","NK CD56dim CD57-",0.544776119402985
80,-1.28721939512775,6.7275309206318,7.19879731022891,0.00775455093954502,0.0211148079833439,0.0208821541941,"375303","NK CD56dim CD57low",0.177777777777778
81,2.2702035560294,6.72987957017795,15.6371810331386,9.87184294533185e-05,0.00051002085048516,0.000486048276211091,"63925","CD14 Monocyte",0.956989247311828
82,1.16954386503978,6.70922895766329,5.14087190597173,0.0241753462203179,0.0540011764943426,0.0539354599116796,"85244","CD14 Monocyte",0.22093023255814
83,-1.66471000883262,6.53763191039125,14.6980216060009,0.000157723680266928,0.000765690199332274,0.000732874108004838,"378966","NK CD56dim CD57low",0.265625
84,-0.296583384935824,7.1345897444344,0.324313661104445,0.569509582699936,0.667847932452531,0.667966699783308,"148744","CD14 Monocyte",0.398009950248756
85,-1.15638375004506,6.85282107631073,5.7482210210865,0.0171985193857516,0.0408824425319461,0.0407730908413598,"95870","CD14 Monocyte",0.581967213114754
86,-0.402201743318602,6.6377445917532,0.785185277428345,0.37636407484491,0.487196070301399,0.487711786572625,"89821","CD14 Monocyte",0.5
87,0.190028721146172,6.82330440997021,0.135226517392886,0.713367178148949,0.78775196529427,0.786747180949749,"115134","CD14 Monocyte",0.277310924369748
88,-1.35997560003256,7.01012181626391,8.37756839136582,0.00411527001077808,0.0124581479750348,0.0123388106476972,"425997","NK CD56dim CD57low",0.544910179640719
89,1.83599201744042,6.692643183902,12.1237221421661,0.000582195822729131,0.00235449366715214,0.00228533003309904,"135929","CD14 Monocyte",0.274725274725275
90,0.70004800963315,6.82625094013249,1.94463393458636,0.164335224271773,0.254879017402271,0.255511193393841,"214521","CD4 Naive",0.654545454545455
91,-3.48934240015303,6.83093710748061,62.3781183335248,7.5919603443365e-14,2.05873576235008e-12,1.81480282587051e-12,"76254","CD16 Monocyte",0.819047619047619
92,-0.684138514454542,7.30005373030441,1.51697655786276,0.219170396652757,0.319654387850658,0.320279728447379,"455269","CD14 Monocyte",0.65748031496063
93,1.15385398936418,6.85949757763022,4.81164629394549,0.0291376127346845,0.062934947269495,0.0628683907867607,"231288","CD4 Naive",0.450381679389313
94,0.364496073168701,7.05671191776282,0.484264680385867,0.487107299385508,0.593377382923944,0.593876540493362,"282291","ILC1",0.304812834224599
95,-1.66167427824397,6.67907356328529,12.4717612962618,0.000487200643799518,0.00202020421625476,0.00195570360608057,"187085","Naive-IFN B",0.241379310344828
96,-0.738220384146179,6.67507640645167,2.60756600905036,0.107545918991647,0.181598506320563,0.181724976924159,"265954","CD4 Tfh",0.36144578313253
97,0.113826274076265,6.79712301711183,0.0536897898872266,0.816941797763916,0.868310399213297,0.8674981714018,"191022","CD14 Monocyte",0.660714285714286
98,0.249248861016704,6.75297406797055,0.217890803357599,0.641035610475048,0.728050241513632,0.728171075977173,"64927","CD14 Monocyte",0.916666666666667
99,-0.646631376673383,6.61949755997065,2.11322617830372,0.147215453600605,0.233363801128184,0.233711686827013,"479928","CD4 Naive",0.442857142857143
100,0.824637625586471,6.78535655679994,2.25706439637558,0.134228732082166,0.216899295827709,0.217159739004502,"185004","Naive-IFN B",0.57516339869281
101,-4.31899689775123,6.66677917383444,82.1349080544179,1.01780160023928e-13,2.59840753178852e-12,2.26423609973981e-12,"125715","Intermediate monocytes",0.26530612244898
102,0.539292181342267,6.62726057482907,1.1993858703912,0.360974128746346,0.47213133789341,0.472502509163337,"340859","CD8 Tcm CCR4-",0.266666666666667
103,-4.06433216104714,6.60243238151334,82.7451712679892,4.30317063119048e-14,1.28395770053973e-12,1.12998229085355e-12,"125184","Switched memory B",0.238095238095238
104,-0.455937592615538,6.58522918438582,0.967100667921421,0.326302111150253,0.436818836372549,0.437323189776555,"97146","CD14 Monocyte",0.634920634920635
105,1.28913468520954,6.6139086797655,7.11597480374338,0.00811095999393108,0.0219342903606406,0.021707435053997,"419144","CD8 Tem GZMB+",0.319587628865979
106,-1.15214922634135,6.76884853598093,5.70823586606973,0.017585907679426,0.0416176676678954,0.0415250538627744,"333208","CD4 Tfh",0.220338983050847
107,0.893239067037126,6.81847778168224,2.63058570093222,0.10602084111656,0.179642392455228,0.179851300361624,"326578","CD4 Th17",0.331288343558282
108,1.6911697180064,6.95908774148986,9.14087470164072,0.00274491113960917,0.00883154329514871,0.00869949801169857,"137832","CD14 Monocyte",0.2875
109,-0.879697146671172,6.68498792959498,3.72751779291581,0.0545906002839103,0.104923658760465,0.104692698508247,"364920","CD8 Proliferative",0.325
110,0.291300550921337,6.71635301836355,0.31590915219166,0.574564509179856,0.671907070027437,0.671969646411716,"34995","CD14 Monocyte",0.990566037735849
111,-0.613478752155242,6.99350202857232,1.49135705787444,0.223092346008221,0.323933868488665,0.324529347153656,"455854","CD14 Monocyte",0.398773006134969
112,-0.882816416134667,6.81104597152187,2.8969206232665,0.0900095636832638,0.157533158551839,0.157595802930869,"54987","CD14 Monocyte",0.945736434108527
113,-0.168713063642844,6.95033077968209,0.116107084543768,0.733565854629707,0.803966050898189,0.803209770392507,"77522","CD14 Monocyte",0.957746478873239
114,2.23718628942704,6.87166513348873,13.5902172746972,0.000277953890334317,0.0012471198229675,0.00119975638655052,"126738","Naive-IFN B",0.532710280373832
115,1.02053217121222,6.82768053761329,3.9749670797066,0.0472071610777307,0.093225611210835,0.0931648848364299,"242222","CD4 Naive",0.352
116,1.06787291088305,6.89904345884236,3.5859469979727,0.0593821157183773,0.11234905390414,0.112217286767156,"127333","Naive-IFN B",0.502702702702703
117,1.92682396120538,6.91347960422438,10.7286302187359,0.00119556549527288,0.00436364916000338,0.00426140730244115,"7588","CD14 Monocyte",0.9
118,-0.0936223620553034,6.60011127586714,0.0378601068610392,0.845873531137419,0.890355331740657,0.88957821425129,"438764","ILC1",0.164179104477612
119,0.731214890157503,6.76807071747027,2.07387933625989,0.151021331244383,0.238176716036919,0.238662702032535,"302260","CD4 Tfh",0.174242424242424
120,-1.50963660720299,6.59768550676744,12.547929141086,0.00046860574839622,0.0019542301023488,0.00189183460847183,"275405","CD4 Naive",0.228070175438596
121,1.68680751372074,6.80807660704766,9.81707891536162,0.00192330939073219,0.00652629153093251,0.00640610517338798,"238583","TReg Cytotoxic",0.356521739130435
122,-1.42687030086684,7.07255425889866,7.17066903848958,0.00790637326791785,0.0214687883846349,0.0212331057004883,"477052","Platelets",0.552631578947368
123,0.0464782900581626,6.60640768390599,0.0138582140563755,0.906378048113969,0.934357793151459,0.933979398015618,"277556","CD4 Naive",0.323529411764706
124,-4.04866170710577,7.15815184099182,61.241910529159,1.2119900887091e-13,3.02374978503621e-12,2.62928226218229e-12,"422416","NK CD56dim CD57int",0.482905982905983
125,-0.210735118226458,6.96578510348664,0.183152268764414,0.669026009261735,0.75174081236294,0.751266142768983,"410041","CD8 Naive",0.253333333333333
126,-5.56783630200842,7.12156759251345,85.4776503374241,4.16898833733416e-13,9.42098065323021e-12,8.21977763876964e-12,"149925","CD14 Monocyte",0.364754098360656
127,1.7704375486257,6.79207061377182,10.675535354431,0.00122898805968273,0.00446990529270957,0.00436490981871037,"311422","CD4 Naive",0.213114754098361
128,-1.25543627690346,6.83982989139701,7.84601309580051,0.00546894557260788,0.0157959285334239,0.0156569141502318,"295801","CD4 Naive",0.391304347826087
129,2.57993086456409,6.61055291845007,23.7201822158292,1.93476284106911e-06,1.54922339262652e-05,1.44172867512469e-05,"32285","CD14 Monocyte",0.928571428571429
130,1.67271785310445,6.54242498055945,11.3934394940191,0.000847532563329365,0.00325044197776223,0.00316508910809916,"135722","CD14 Monocyte",0.258620689655172
131,-3.99667354145449,6.83778089032678,77.3576669171408,1.86438662175834e-16,8.02899877255771e-15,7.18543224485742e-15,"471662","Platelets",0.877551020408163
132,-0.183652861159013,6.96636919429573,0.125969895163994,0.722930292747393,0.795620177591236,0.794806390605797,"324933","CD4 Tfh",0.259668508287293
133,-2.45533900097098,6.93239354866444,25.2775329623962,9.15846858167596e-07,8.20498711061145e-06,7.60517746556233e-06,"253079","CD4 Th17",0.573333333333333
134,1.60983423939014,7.07354589010603,7.80312605854729,0.00559638993258881,0.0160949691278193,0.0159541216362169,"231161","TReg Cytotoxic",0.442708333333333
135,0.609260349987691,6.56831809662811,1.72240002792678,0.190520963917464,0.286348605815786,0.286984579153695,"90365","ILC1",0.338983050847458
136,-1.93126352002661,6.67197960497091,16.9652628890004,5.10065014169739e-05,0.000286722892744024,0.000271093210448263,"476534","Platelets",1
137,1.19829040496177,6.76968998232059,5.09547734886452,0.0248034199016294,0.0551632774036644,0.0550856311798082,"136319","cDC2",0.153153153153153
138,2.30588097444099,6.75344143849422,16.3304135325928,6.97786041810264e-05,0.000377587762097047,0.000358376294694747,"301580","CD4 Th17",0.541935483870968
139,-1.62181623037357,6.98596198860252,11.6144884175352,0.000756274751091578,0.00295423672324526,0.00287483837803529,"409883","NK CD56bright",0.39041095890411
140,0.469244026750752,6.79101450528823,0.900520908599901,0.343507432210346,0.454274464304844,0.454684870421719,"473650","CD4 Th17",0.258741258741259
141,1.21866215992267,6.93305695370089,5.0491275805718,0.0254623204254325,0.0564063678219658,0.0563236093804939,"110268","cDC2",0.246575342465753
142,5.11429512586769,7.56791652863861,30.3850784341718,1.04790476502865e-07,1.23257174970385e-06,1.12384356263311e-06,"69007","CD14 Monocyte",0.974489795918367
143,1.50049669479533,6.53235209032523,10.4782009252373,0.0013617799918093,0.00488709877157825,0.00478067444565571,"88113","CD14 Monocyte",0.396551724137931
144,-0.763318860748754,6.83401644619302,2.71042163421584,0.1008810735616,0.172631123116092,0.172731993376727,"277577","CD4 Naive",0.369369369369369
145,-2.12846274049846,6.75352957883226,19.2809340536544,1.6364709256966e-05,0.000104987503577837,9.8390483219561e-05,"49708","CD16 Monocyte",0.981981981981982
146,-3.95886712178957,6.70386694488075,93.1249612224586,4.47209585097997e-19,2.85522112974963e-17,2.59197433305257e-17,"397911","NK CD56dim CD57low",0.317757009345794
147,-0.111169404078607,6.80912627699706,0.0480803331899908,0.826608098766652,0.875809098432317,0.875117906657246,"65497","CD14 Monocyte",0.8515625
148,-0.0636339627201378,6.76365650682938,0.0157877312876786,0.900104939631719,0.930038955154262,0.92960196169641,"446926","ILC1",0.225225225225225
149,0.346646925479036,6.74494974777619,0.435661703210027,0.509797609705117,0.614617905614575,0.615317655501579,"377866","CD4 Terminal effector",0.218181818181818
150,-0.355188791438714,6.82126994708205,0.535902815640396,0.464783198484115,0.573151951055212,0.573723340565793,"105152","CD14 Monocyte",0.651785714285714
151,-4.86471711761934,6.83516731043117,86.534474754839,3.93441490384306e-14,1.18965669247724e-12,1.04685828752532e-12,"149963","CD14 Monocyte",0.418918918918919
152,-0.215680009090937,6.71794095796899,0.201888037175244,0.653568754832596,0.738829410826431,0.738541460275107,"303613","CD4 Terminal effector",0.287128712871287
153,-1.47516740056263,7.05910287901495,9.50103836949204,0.00227039909658565,0.00751595925589577,0.00739011769779515,"269372","CD4 Naive",0.447852760736196
154,-1.62808833745195,6.76765581400389,11.6131994619629,0.00075677681490193,0.00295524966055383,0.00287613620211887,"378774","CD8 Tcm CCR4-",0.289719626168224
155,-0.273660554176839,7.157954133248,0.275722603091138,0.599957995656717,0.693803747702499,0.694006905035998,"431372","NK CD56dim CD57+",0.31924882629108
156,1.10315138407655,6.79183528369011,3.86704347949267,0.0503169961990708,0.0982719092763922,0.0981664311391372,"434154","NK CD56dim CD57+",0.394366197183099
157,1.46110182950001,6.78282760027841,7.41408028472554,0.00690157104536041,0.0191330238119734,0.018940052652881,"234628","CD4 Naive",0.396551724137931
158,-1.59955505164055,6.75103869985804,10.7294372469859,0.00119577475116528,0.00436399781024945,0.0042618606839034,"54426","CD14 Monocyte",0.980952380952381
159,1.06287665688635,6.48196660030534,5.28503229214317,0.0222885314179255,0.0505486872177563,0.0504210734776258,"39589","CD16 Monocyte",0.575757575757576
160,1.71320312192359,6.78995694529328,9.96725579227411,0.00177786060963156,0.00611055978611365,0.00599427716436288,"328928","TReg KLRB1+RORC+",0.27972027972028
161,1.13590543710265,6.56468333906001,5.27308812924105,0.0224388582224615,0.0508325321085175,0.0507113006834794,"351225","CD8 Tem GZMB+",0.353658536585366
162,-2.02450971500969,7.04063193029289,17.3601151875375,4.19038905358039e-05,0.000240767115084749,0.000227398095181246,"187391","Naive-IFN B",0.379487179487179
163,1.14856592512678,6.65817258892358,5.1923021019979,0.0234837808729988,0.0527542975164122,0.0526837545946012,"424179","NK CD56dim CD57+",0.465346534653465
164,-0.103180423466835,6.64625272642286,0.0446735802418212,0.832767983506914,0.880594711470879,0.879798144265655,"434651","NK CD56dim CD57+",0.382022471910112
165,-0.576277513809686,6.78125486878016,1.3016573870685,0.25494683375919,0.359283344521524,0.359558323866761,"328128","CD4 Tfh",0.378640776699029
166,0.490765289428134,6.69500186968514,1.01829434589338,0.313845246678642,0.424033660574162,0.424465109771089,"4010","CD14 Monocyte",0.860215053763441
167,-0.646003745341162,6.59994683654731,1.98823229913175,0.159699472772531,0.248936808163584,0.2495284656871,"376255","CD8 Naive",0.168831168831169
168,0.225468241260736,6.78581895991687,0.225437132096363,0.635319360874875,0.723378017689313,0.72358678262596,"270511","CD4 Naive",0.747747747747748
169,0.379643532743324,6.81311438149359,0.489992518554606,0.484547348893777,0.590915532812202,0.591294840006695,"399981","NK CD56dim CD57int",0.658119658119658
170,-0.0127823780428862,6.89849785590973,0.00143036922829189,0.969870648605123,0.97944274812157,0.97982023444225,"46442","CD14 Monocyte",1
171,-0.685386231355774,6.53018998952157,2.05877117447418,0.152512311614963,0.240054553654021,0.240584584754949,"430541","NK CD56dim CD57low",0.477611940298507
172,0.0281513248150875,6.76827007943086,0.00231498186738792,0.96166145598438,0.97366382731481,0.974170217112387,"37316","CD14 Monocyte",0.864583333333333
173,-4.42159380680667,7.03170023258475,81.5465292522286,3.65040988682155e-17,1.74216265879639e-15,1.55726343784298e-15,"132541","CD5+ B Cell",0.323529411764706
174,1.22379698866606,6.86158569224882,4.92457238943949,0.0273252335081933,0.0597365847164359,0.0596778569823125,"427759","NK CD56dim CD57+",0.426966292134831
175,3.44704146671645,6.79191220551037,30.4847765071295,1.34103148899955e-07,1.52872012074871e-06,1.40267242606673e-06,"69662","CD14 Monocyte",0.794117647058823
176,-4.86400534947877,6.93415572898921,127.082068625582,2.4680166963555e-24,1.18375335819821e-21,1.7257899839859e-21,"23977","CD14 Monocyte",0.94413407821229
177,-1.89414698211302,7.20538384269702,16.0856318748536,7.88106433170922e-05,0.000419539843884593,0.000399123377644838,"442915","CD4 Naive",0.492957746478873
178,1.11312721477239,6.69144566022187,4.66264507224952,0.0317238605336962,0.0674167175752358,0.0674371654081372,"351981","CD4 Terminal effector",0.283333333333333
179,3.18877369904511,6.8730829129944,28.4866064865316,2.02899575615221e-07,2.19990381913863e-06,2.02960766862817e-06,"319843","CD4 Temra",0.358974358974359
180,1.04748984251172,6.8267997347143,3.55806667606988,0.06035210586143,0.113869826130153,0.113784649932873,"424185","NK CD56dim CD57+",0.445255474452555
181,1.54194890902431,6.87555930762238,7.15476873310493,0.00794532257623786,0.0215547209115401,0.0213250382694362,"322701","CD4 Th17",0.393617021276596
182,0.462832111797888,6.66410771401959,0.876827902229135,0.34992527487655,0.460833937902759,0.461273972330497,"321407","CD4 Tfh",0.323529411764706
183,2.87076923013328,6.85907377864435,21.0509103073744,7.06768489622299e-06,4.95060491334378e-05,4.6131304092129e-05,"464036","Platelets",0.78
184,-4.18941693924139,6.67534446899869,119.216665301823,3.69301224022127e-23,7.336238538051e-21,8.04087706171558e-21,"367229","CD4 Terminal effector",0.28
185,0.650688219681372,6.61193682201881,1.78316719162375,0.182907781170219,0.277273801804775,0.277899899626693,"31144","CD14 Monocyte",0.894736842105263
186,0.349542311558039,6.89875599596659,0.440167012197968,0.50761909882407,0.612607404968655,0.613382976070127,"419115","NK CD56dim CD57int",0.316666666666667
187,2.75283998765693,6.76583722380302,20.0660986736108,1.15607122706916e-05,7.69063957244636e-05,7.18978102269452e-05,"46654","CD14 Monocyte",0.984126984126984
188,-4.63150707393543,6.7578957446492,88.6209333938537,9.79749678486759e-15,3.31030646408995e-13,2.93144206803355e-13,"24683","CD14 Monocyte",0.952
189,0.00362763213507741,7.04569805631354,3.61715331427173e-06,0.998484200311263,0.998822598940077,0.998797860223342,"406376","NK CD56dim CD57int",0.45
190,-0.451940294467834,6.60075223364895,1.01608940322396,0.314368733963042,0.424558209152709,0.424960417988534,"220576","CD4 Naive",0.941176470588235
191,-0.210806902451266,7.05110420413213,0.159097167248725,0.690310600508569,0.769147687209312,0.768546169533429,"335277","CD4 Tfh",0.24375
192,-0.156732169864115,6.92874791304923,0.103007141142703,0.748503546822114,0.816373315002738,0.815714794082284,"334807","CD4 Tfh",0.251798561151079
193,1.08334733516038,6.7049693381882,4.21260293524088,0.0411077693183486,0.0833432717101703,0.0833214042957807,"209472","IgM Plasma B Cell",0.1875
194,-0.900684753351383,6.98530221141805,2.73777441931042,0.0994112217172588,0.170549404833807,0.170663480794308,"378534","CD8 Tem GZMB+",0.297142857142857
195,-0.74820520691988,6.74861189426569,2.28995681776589,0.13140629079198,0.213243952129501,0.213420527704084,"403655","NK CD56dim CD57int",0.504587155963303
196,0.0524900355344275,6.78524478919718,0.0121353632570515,0.912365441511735,0.93850782478283,0.938117789735176,"400415","NK CD56dim CD57int",0.516949152542373
197,0.628865332438363,6.656191790851,1.7730292249286,0.184152876457725,0.278764794956579,0.279357195852487,"229440","TReg Cytotoxic",0.230769230769231
198,1.92830181446743,6.9691981375383,11.7281383966849,0.00071331270759327,0.00281416017921667,0.00273644639894634,"295309","CD4 Naive",0.34375
199,-4.72410318982602,6.78762361234817,85.7262752133149,4.39496059682994e-14,1.30626671619645e-12,1.15071057447191e-12,"298649","CD4 Naive",0.733333333333333
200,-1.15322477146106,6.69284179169053,5.95432824577651,0.0153375568905503,0.037189092919261,0.0370295163093584,"370957","CD8 Tem GZMB+",0.125
201,-2.88240116711211,6.82165931172366,40.8651539734371,7.32646861490543e-10,1.15736487123317e-08,1.01866562716333e-08,"357576","CD4 Th17",0.451127819548872
202,-5.48544602734328,7.08367832773138,88.3464557317661,1.38913589440451e-13,3.4037377652743e-12,2.94891606775353e-12,"252239","CD4 Naive",0.612068965517241
203,-0.385850265502557,6.73799269702928,0.640882907684168,0.424109012780766,0.534397968258596,0.534746049020523,"302577","CD4 Th17",0.440366972477064
204,0.142715899223008,6.74577969146091,0.0669323774721394,0.796063668922598,0.852648441751337,0.852418914468525,"367683","CD4 Th17",0.389473684210526
205,4.51048869092857,7.38033685389867,31.7613949568615,4.45594492977979e-08,5.67848099968716e-07,5.10950015869612e-07,"46050","CD14 Monocyte",0.93452380952381
206,-1.23986209746747,6.59732216497829,7.96433084894117,0.00513256879490387,0.0149572261889008,0.0148283095685101,"441775","CD8 Naive",0.196428571428571
207,-2.08049341674564,6.76850162185518,20.7146722794,8.13072343533777e-06,5.60014340221406e-05,5.2218737126549e-05,"422593","NK CD56dim CD57int",0.299065420560748
208,-2.77692430621509,6.62304514783268,40.6915526590442,7.91263896517656e-10,1.24585912898149e-08,1.09727632026225e-08,"371395","CD8 Tcm CCR4-",0.233766233766234
209,-1.04844411484936,6.61844519052756,5.29018159656801,0.0222240475955023,0.0504292684971626,0.0502995235434533,"122767","CD4 Naive",0.467741935483871
210,-1.6801697600898,6.77540994584455,12.2213994199194,0.000553776586615559,0.00225333631018299,0.00218571592291115,"257936","CD4 Terminal effector",0.504132231404959
211,-0.294223199191349,6.87764539270255,0.350018703557457,0.554607342086378,0.655077212436016,0.655376125335206,"366659","CD8 Naive",0.179487179487179
212,-0.289566832915797,6.57398341919417,0.37492874386985,0.540885178694067,0.642408926600119,0.642868796682633,"37964","CD14 Monocyte",0.716216216216216
213,2.13577397634788,6.70364448833213,15.178129765228,0.00012397086206466,0.000622059101383952,0.000593826733914818,"317291","TReg KLRB1+RORC+",0.211920529801325
214,-0.444920895917869,6.71254988064146,0.879442098841644,0.349209181366694,0.46013205240965,0.460532960198752,"103024","CD14 Monocyte",0.395348837209302
215,1.11685236052265,6.62617496840812,5.52854189251888,0.0194420944915461,0.0452567706706572,0.0451630000990327,"281963","CD4 Naive",0.37037037037037
